g99o87	pu39w79	6	6	50.0	0.29061272919	0.201692227207	2644	3599
g99o87	pu64w91	6	6	50.0	0.494711863721	0.384049032486	2644	10074
g99o87	pu51w43	6	6	50.0	0.695798209157	0.345702422586	2644	10017
g99o87	pu71w42	6	6	50.0	0.401649321855	0.253984669259	2644	3336
g99o87	pu1w51	6	6	50.0	0.314378438977	0.382411795084	2644	7209
g99o87	pu1w14	6	6	50.0	0.671824921198	0.398014624282	2644	1059
g99o87	pu27w16	6	6	50.0	1.71298380383	0.287392002301	2644	1416
g99o87	pu16w31	6	6	50.0	0.250330829108	0.198405133934	2644	7391
g99o87	pu62w53	6	6	50.0	0.504627750014	0.312117212446	2644	3400
g99o87	pu19w65	6	6	50.0	0.488432708202	0.291014161948	2644	2692
g99o87	pu20w66	6	6	50.0	0.358741729605	0.323325771794	2644	4141
g99o87	pu25w17	6	6	50.0	0.251657089439	0.200510196674	2644	4495
g99o87	pu26w18	6	6	50.0	0.259140388634	0.226231755788	2644	2982
g99o87	pu22w17	6	6	50.0	0.38166123746	0.236323441629	2644	1637
g99o87	w69pk82	6	6	50.0	0.806805566998	0.601314713087	2644	2460
g99o87	w82pk41	6	6	50.0	1.01284304159	0.391900538953	2644	6871
g99o87	w35pk25	6	6	50.0	1.39783960967	0.415552063547	2644	2157
g99o87	w75pk99	6	6	50.0	1.22517361992	0.502295591725	2644	1819
g99o87	w3pk86	6	6	50.0	2.44443071532	0.432746247753	2644	1026
g99o87	w99pk7	6	6	50.0	1.57192986228	0.272551785163	2644	2425
g99o87	w70pk50	6	6	50.0	1.39097926519	0.384413080291	2644	1921
g99o87	w28pk28	6	6	50.0	1.33007308216	0.615426601908	2644	6172
g99o87	w88pk84	6	6	50.0	0.960632121277	0.312967028916	2644	4117
g99o87	w83pk50	6	6	50.0	0.580365774469	0.456447141601	2644	1951
g99o87	w58pk1	6	6	50.0	1.46996806898	0.462612313183	2644	7434
g99o87	w61pk3	6	6	50.0	1.60427351414	0.482857808793	2644	6804
g99o87	w50pk34	6	6	50.0	1.96356412363	0.388750061432	2644	5999
