g99o87,pu39w79,6,6
g99o87,pu64w91,6,6
g99o87,pu51w43,6,6
g99o87,pu71w42,6,6
g99o87,pu1w51,6,6
g99o87,pu1w14,6,6
g99o87,pu27w16,6,6
g99o87,pu16w31,6,6
g99o87,pu62w53,6,6
g99o87,pu19w65,6,6
g99o87,pu20w66,6,6
g99o87,pu25w17,6,6
g99o87,pu26w18,6,6
g99o87,pu22w17,6,6
g99o87,w69pk82,6,6
g99o87,w82pk41,6,6
g99o87,w35pk25,6,6
g99o87,w75pk99,6,6
g99o87,w3pk86,6,6
g99o87,w99pk7,6,6
g99o87,w70pk50,6,6
g99o87,w28pk28,6,6
g99o87,w88pk84,6,6
g99o87,w83pk50,6,6
g99o87,w58pk1,6,6
g99o87,w61pk3,6,6
g99o87,w50pk34,6,6
g99o87,w89pk4,6,6
g99o87,w66pk94,6,6
g99o87,w23pk78,6,6
g99o87,w59pk66,6,6
g99o87,w11pk95,6,6
g99o87,w54pk85,6,6
g99o87,w21pk21,6,6
g99o87,w26pk33,6,6
g99o87,w57pk61,6,6
g99o87,w67pk20,6,6
g99o87,w23pk78,6,6
g99o87,bk30bk40,6,6
g99o87,bk47bk40,6,6
g99o87,bk84bk85,6,6
g99o87,bk64bk65,6,6
g99o87,bk66bk21,6,6
g99o87,bk1bk9,6,6
g99o87,bk79bk82,6,6
g99o87,bk2bk10,6,6
g99o87,bk90bk46,6,6
g99o87,bk59bk42,6,6
g99o87,bk51bk59,6,6
g99o87,bk28bk68,6,6
g99o87,bk4bk95,6,6
g99o87,bk65bk85,6,6
g99o87,bk31bk89,6,6
g99o87,bk92bk23,6,6
g99o87,bk89bk88,6,6
g99o87,bk83bk48,6,6
g99o87,bk5bk60,6,6
g99o87,r94w47,6,6
g99o87,r34w20,6,6
g99o87,r93w64,6,6
g99o87,r95w29,6,6
g99o87,r26w66,6,6
g99o87,r88w69,6,6
g99o87,r70w90,6,6
g99o87,r7w75,6,6
g99o87,r22w20,6,6
g99o87,r2w49,6,6
g99o87,r3w90,6,6
g99o87,r78w62,6,6
g99o87,r4w53,6,6
g99o87,r77g82,6,6
g99o87,y27y33,6,6
g99o87,r62w35,6,6
g99o87,r10w46,6,6
g99o87,r63w86,6,6
o76bk11,pu39w79,6,6
o76bk11,pu64w91,6,6
o76bk11,pu51w43,6,6
o76bk11,pu71w42,6,6
o76bk11,pu1w51,6,6
o76bk11,pu1w14,6,6
o76bk11,pu27w16,6,6
o76bk11,pu16w31,6,6
o76bk11,pu62w53,6,6
o76bk11,pu19w65,6,6
o76bk11,pu20w66,6,6
o76bk11,pu25w17,6,6
o76bk11,pu26w18,6,6
o76bk11,pu22w17,6,6
o76bk11,w69pk82,6,6
o76bk11,w82pk41,6,6
o76bk11,w35pk25,6,6
o76bk11,w75pk99,6,6
o76bk11,w3pk86,6,6
o76bk11,w99pk7,6,6
o76bk11,w70pk50,6,6
o76bk11,w28pk28,6,6
o76bk11,w88pk84,6,6
o76bk11,w83pk50,6,6
o76bk11,w58pk1,6,6
o76bk11,w61pk3,6,6
o76bk11,w50pk34,6,6
o76bk11,w89pk4,6,6
o76bk11,w66pk94,6,6
o76bk11,w23pk78,6,6
o76bk11,w59pk66,6,6
o76bk11,w11pk95,6,6
o76bk11,w54pk85,6,6
o76bk11,w21pk21,6,6
o76bk11,w26pk33,6,6
o76bk11,w57pk61,6,6
o76bk11,w67pk20,6,6
o76bk11,w23pk78,6,6
o76bk11,bk30bk40,6,6
o76bk11,bk47bk40,6,6
o76bk11,bk84bk85,6,6
o76bk11,bk64bk65,6,6
o76bk11,bk66bk21,6,6
o76bk11,bk1bk9,6,6
